CRS_UID,SEM_ID,DEP_ID,CRS_NUM,CRS_CODE,CRS_NAME,CRS_DESC,CRS_GEAF,CRS_GEGH,CRS_DCOREL,CRS_UNITSTR,CRS_UNITS,CRS_PREREQ,CRS_COREQ,CRS_CROSS,CRS_NOTE
0,20231,MKT,404,MKT 404,Happiness and Wellbeing in the Marketplace,"Examine happiness and wellbeing in consumer culture. Integrate insights from various fields (e.g., psychology, sociology, policy) into discussions about business, individual wellbeing, and societal welfare.",,,False,,4,,,,{}
0,20231,MKT,405,MKT 405,Marketing Communication and Promotion Strategy,"Develop skills for effective marketing communication and promotion. Consider objectives and components of a strategic plan (including marketplace analysis, research, campaign development, and media planning).",,,False,,4,(BUAD 307 or COMM 200 or COMM 302 or PR 340),,,{'prereq': ['Prerequisite: 1 from (BUAD 307 or COMM 200 or COMM 302 or PR 340)']}
0,20231,MKT,406,MKT 406,Practicum in Marketing Communication and Promotion Design,Gain practical experience in a student-managed marketing agency. Work with a client to design a marketing communication and promotion campaign. Present to client after completion.,,,False,,4,MKT 405,,,{'prereq': ['Prerequisite: MKT 405']}
0,20231,MKT,410,MKT 410,Professional Selling,Principles of business-to-business selling and its function in marketing strategy and the marketing mix. Explore professional selling as a career option.,,,False,,4,BUAD 307,,,"{'prereq': ['Prerequisite: BUAD 307'], 'restriction': ['Restriction:  Registration open to the following class level(s): Freshmen, Junior, Senior, Sophomore']}"
0,20231,MKT,425,MKT 425,Digital Marketing Fundamentals,Examine the changing world of the connected consumer. Gain introductory knowledge about consumers online and digital marketing tactics across industries.,,,False,,4,BUAD 307,,,"{'prereq': ['Prerequisite: BUAD 307'], 'restriction': ['Restriction:  Registration open to the following class level(s): Junior, Senior, Senior (fifth year), Sophomore']}"
0,20231,MKT,428,MKT 428,Social Media Strategy for Business,Examine the use of social media for business across industries. Understand theories and frameworks for strategic content creation and posting as technology and platforms evolve.,,,False,,4,,,,{}
0,20231,MKT,430,MKT 430,Omnichannel Retail Strategy,"Examine retail management in physical stores and online environments. Discuss buying and managing merchandise, store/platform layout, pricing, promotion, and supplier relationships.",,,False,,4,,,,{}
0,20231,MKT,445,MKT 445,New Product Development and Branding,"Learn how marketers create new brands, products and services. Discuss and examine creative ideation, research and development, brand image management and legal issues in branding.",,,False,,4,BUAD 307,,,{'prereq': ['Prerequisite: BUAD 307']}
0,20231,MKT,450,MKT 450,Consumer Behavior and Marketing,"Examine diverse consumers behavior including acquisition, usage and disposition of products. Understand the psychological, social and cultural influences that drive consumers decisions.",,,False,,4,,,,{}
0,20231,MKT,465,MKT 465,Multicultural Marketing,"Examine how marketers adapt the marketing mix to serve consumers from diverse cultures, considering differing social norms and regulations across the global marketplace.",,,False,,4,,,,{}
0,20231,MKT,488,MKT 488,Marketing Capstone,Apply knowledge of marketing to various case studies. Understand challenging decisions marketers must make and offer recommendations after thorough analysis. Recommended during student's senior year.,,,False,,4,BUAD 307,,,"{'prereq': ['Prerequisite: BUAD 307'], 'restriction': ['Restriction:  Registration open to the following class level(s): Junior, Senior, Senior (fifth year)']}"
0,20231,MKT,499,MKT 499,Special Topics,Current developments in the field of Marketing; topics to be selected each semester.,,,False,"2.0-4.0 units, max 8",,BUAD 307,,,{'prereq': ['Prerequisite: BUAD 307']}
0,20231,MKT,512,MKT 512,Customer Insights and Analysis,"Use of marketing research techniques and technologies such as databases and statistical tools to collect, analyze and act upon customer information.",,,False,,3,,,,"{'restriction': ['Restriction:  Registration open to the following major(s): Accounting, Business Administration/East Asian Area Studies, Business Administration/Industrial & Systems Engineering, Business Administration/Jewish Nonprofit Management, Business Administration/Pharmacy, Business Administration/Real Estate Development, Business Administration/Systems Architecting and Engineering, Business Administration/Social Work, Business Research, Business Taxation, Gerontology/Business Administration, Business Administration, Juris Doctor/Business Administration, Law/Business Taxation, Medicine/Business Administration, Marketing, Marketing (Marketing Analytics), Social Entrepreneurship, Public Health/Social Entrepreneurship, Business Analytics, Business Administration/Urban Planning'], 'alert': ['Note: Section 16516 is for MBA and other graduate students. Section 16517 is for MS Marketing Students only. Please be mindful of registering for the correct section for your program. Non-Business student applications are available atB www.marshall.usc.edu/registrationpolicies. Please complete and submit to registration@marshall.usc.edu. ']}"
0,20231,MKT,525,MKT 525,Consumer Behavior,"Theories and applications of consumer behavior in marketing; psychological, social, cultural and ethnic factors influencing consumer behavior.",,,False,,3,(GSBA 509 or GSBA 509A or GSBA 528),,,"{'prereq': ['Prerequisite: 1 from (GSBA 509 or GSBA 509A or GSBA 528)'], 'alert': ['Note: Non-Business student applications are available at www.marshall.usc.edu/registrationpolicies. Please complete and submit to registration@marshall.usc.edu. Section 16518 is for MBA and other graduate students. Section 16520 is for MS Marketing Students only. Please be mindful of registering for the correct section for your program. ']}"
0,20231,MKT,530,MKT 530,New Product Development,"Systematic approach to product development and management; processes, techniques, and concepts firms use to develop, test, and introduce products and to manage products over their lifecycle.",,,False,,3,(GSBA 509 or GSBA 509A or GSBA 528),,,{'prereq': ['Prerequisite: 1 from (GSBA 509 or GSBA 509A or GSBA 528)']}
0,20231,MKT,533,MKT 533,Branding Strategy,Comprehensive treatment of the behavioral foundations of brands and brand development. Exploration of alternative branding strategies and marketing tools for brand development.,,,False,1.5-3.0 units,,(GSBA 509 or GSBA 509A or GSBA 528),,,"{'prereq': ['Prerequisite: 1 from (GSBA 509 or GSBA 509A or GSBA 528)'], 'alert': ['Note: Non-Business student applications are available at www.marshall.usc.edu/registrationpolicies. Please complete and submit to registration@marshall.usc.edu. ']}"
0,20231,MKT,543,MKT 543,Market Demand and Sales Forecasting,"New product concept testing and life cycle forecasting, pricing and advertising response forecasting, consumer purchase intentions, judgmental marketing decision models, time series and regression analysis, computer methods.",,,False,,3,(GSBA 509 or GSBA 509A or GSBA 528),,,"{'prereq': ['Prerequisite: 1 from (GSBA 509 or GSBA 509A or GSBA 528)'], 'alert': ['Note: Note: Sections 16532 and 16533 are for MBAs and other graduate students. Sections 16534 and 16535 are for MS Marketing Students only. Please be mindful of registering for the correct section for your program. ']}"
0,20231,MKT,555,MKT 555,Marketing Channels,"Examination of strategic decision making in marketing channels. Intensity of distribution, vertical integration, how roles are formulated, types of intermediaries, and multiple channels of distribution.",,,False,1.5-3.0 units,,(GSBA 509 or GSBA 509A or GSBA 528),,,{'prereq': ['Prerequisite: 1 from (GSBA 509 or GSBA 509A or GSBA 528)']}
0,20231,MKT,556,MKT 556,Internet Marketing,"All aspects of Internet marketing. Internet as a tool for marketing communication, sales and distribution, customer management. Role of paid advertising, search engines, Website design.",,,False,,3,(GSBA 509 or GSBA 509A or GSBA 528),,,"{'prereq': ['Prerequisite: 1 from (GSBA 509 or GSBA 509A or GSBA 528)'], 'alert': ['Note: students. Sections 16537 and 16539 are for MS Marketing Students only. Please be mindful of registering for the correct section for your program. Sections 16525, 16538 and 16540 are for MBA and other graduate ']}"
0,20231,MKT,560,MKT 560,Marketing Strategy,Design and implementation of marketing strategies applied to domestic and global business challenges that span multiple industries complimented by a consumer packaged goods marketing strategic plan project.,,,False,,3,(GSBA 509 or GSBA 509A or GSBA 528),,,"{'prereq': ['Prerequisite: 1 from (GSBA 509 or GSBA 509A or GSBA 528)'], 'alert': ['Note: Section 16543 is for MS Marketing Students only. Section 16541 is for MBA and other graduate students. Please be mindful of registering for the correct section for your program. ']}"
0,20231,MKT,561,MKT 561,Strategic Marketing In The Creative Industries,"Effective marketing strategies for managers in industries that provide artistic, cultural and/or entertainment value to consumers.",,,False,,3,,,,"{'restriction': ['Restriction:  Registration open to the following major(s): Accounting, Business Administration/East Asian Area Studies, Business Administration/Industrial & Systems Engineering, Business Administration/Jewish Nonprofit Management, Business Administration/Pharmacy, Business Administration/Urban Planning, Business Administration/Real Estate Development, Business Administration/Systems Architecting and Engineering, Business Administration/Social Work, Business Research, Business Taxation, Gerontology/Business Administration, Business Administration, Juris Doctor/Business Administration, Law/Business Taxation, Medicine/Business Administration, Marketing, Public Health/Social Entrepreneurship, Social Entrepreneurship', 'Restriction:  Registration open to the following class level(s): Doctoral Student, Master Student']}"
0,20231,MKT,566,MKT 566,Decision Making Using Marketing Analytics,Applications and models of marketing-related data analyses to the development of data-driven marketing strategies and making data-driven marketing decisions.,,,False,,3,,,,"{'restriction': ['Restriction:  Registration open to the following major(s): Accounting, Business Administration/East Asian Area Studies, Business Administration/Industrial & Systems Engineering, Business Administration/Jewish Nonprofit Management, Business Administration/Pharmacy, Business Administration/Real Estate Development, Business Administration/Social Work, Business Research, Business Taxation, Business Analytics, Gerontology/Business Administration, Business Administration, Juris Doctor/Business Administration, Law/Business Taxation, Medicine/Business Administration, Marketing, Marketing (Marketing Analytics), Social Entrepreneurship, Business Administration/Urban Planning, Business Administration/Systems Architecting and Engineering, Public Health/Social Entrepreneurship, Global Supply Chain Management', 'Restriction:  Registration open to the following class level(s): Doctoral Student, Master Student'], 'alert': ['Note: Sections 16522, 16542, 16546, and 16547 are for MBA and other graduate students. Sections 16523 and 16544 are for MS Marketing Students only. Section 16545 is for MS Business Analytics Students only. Please be mindful of registering for the correct section for your program. ']}"
0,20231,MKT,567,MKT 567,Marketing Metrics for Business Decisions,"Application, development, interpretation and implementation (in Excel and Tableau) of marketing metrics using case studies, data, and practitioner talks.",,,False,,3,,,,"{'restriction': ['Restriction:  Registration open to the following major(s): Accounting, Business Administration/East Asian Area Studies, Business Administration/Industrial & Systems Engineering, Business Administration/Jewish Nonprofit Management, Business Administration/Pharmacy, Business Administration/Urban Planning, Business Administration/Real Estate Development, Business Administration/Systems Architecting and Engineering, Business Administration/Social Work, Business Research, Business Taxation, Gerontology/Business Administration, Business Administration, Juris Doctor/Business Administration, Law/Business Taxation, Medicine/Business Administration, Marketing, Marketing (Marketing Analytics), Public Health/Social Entrepreneurship, Social Entrepreneurship, Business Analytics', 'Restriction:  Registration open to the following class level(s): Doctoral Student, Master Student']}"
0,20231,MKT,568,MKT 568,Geographic Information Systems Applications in Marketing,Fundamentals of geographic information systems; location analytics and spatial thinking as they relate to data-driven decision-making in marketing strategy and tactics.,,,False,,3,(GSBA 509 or GSBA 528 or GSBA 546),,,{'prereq': ['Prerequisite: 1 from (GSBA 509 or GSBA 528 or GSBA 546)']}
0,20231,MKT,580,MKT 580,Fostering Creativity,"An exploration of skills and practices (e.g., getting out of one's comfort zone, discovering one's inner-critic) necessary to develop and cultivate one's personal creativity.",,,False,1.5-3.0 units,,,,,"{'restriction': ['Restriction:  Registration open to the following major(s): Accounting, Business Administration/East Asian Area Studies, Business Administration/Education, Business Administration/Industrial & Systems Engineering, Business Administration/Jewish Nonprofit Management, Business Administration/Pharmacy, Business Administration/Real Estate Development, Business Administration/Social Work, Business Administration/Planning, Business Research, Business Taxation, Gerontology/Business Administration, Business Administration, Juris Doctor/Business Administration, Law/Business Taxation, Medicine/Business Administration, Marketing, Marketing (Marketing Analytics), Social Entrepreneurship', 'Restriction:  Registration open to the following class level(s): Doctoral Student, Master Student'], 'alert': ['Note: Non-Business student applications are available at www.marshall.usc.edu/registrationpolicies. Please complete and submit to registration@marshall.usc.edu. ']}"
0,20231,MKT,590,MKT 590,Directed Research,Research leading to the master's degree. Maximum units which may be applied to the degree to be determined by the department. Graded CR/NC.,,,False,1.0-12.0 units,,,,,{'alert': ['Note: Application required. Visit www.marshall.usc.edu/elective-course-guide/independent-study. ']}
0,20231,MKT,592,MKT 592,Field Research in Marketing,"Individual or team projects studying the marketing practices of an industry, company, government agency, country, geographic region, etc. Proposal, data collection, analyses, and written report. Graded CR/NC.",,,False,"0.5-4.0 units, max 12",,,,,"{'restriction': ['Restriction:  Registration open to the following class level(s): Doctoral Student, Master Student'], 'alert': ['Note: Application required. Visit www.marshall.usc.edu/elective-course-guide/independent-study. ']}"
0,20231,MKT,593,MKT 593,Independent Research in Marketing,"Independent research beyond normal course offerings. Proposal, research and written report/paper required. Graded CR/NC.",,,False,"0.5-4.0 units, max 12",,,,,"{'restriction': ['Restriction:  Registration open to the following class level(s): Master Student'], 'alert': ['Note: Application required. Visit www.marshall.usc.edu/elective-course-guide/independent-study. ']}"
0,20231,MKT,595,MKT 595,Internship in Marketing,Supervised on-the-job business experience in the field of marketing. (Curricular Practical Training.) Graded CR/NC.,,,False,"0.5-2.0 units, max 9",,,,,"{'restriction': ['Restriction:  Registration open to the following major(s): Accounting, Business Administration/East Asian Area Studies, Business Administration/Education, Business Administration/Industrial & Systems Engineering, Business Administration/Jewish Nonprofit Management, Business Administration/Pharmacy, Business Administration/Real Estate Development, Business Administration/Social Work, Business Administration/Planning, Business Research, Business Taxation, Gerontology/Business Administration, Business Administration, Juris Doctor/Business Administration, Medicine/Business Administration, Law/Business Taxation, Marketing, Social Entrepreneurship', 'Restriction:  Registration open to the following class level(s): Master Student'], 'alert': ['Note: Application required. Visit www.marshall.usc.edu/elective-course-guide/independent-study. ']}"
0,20231,MKT,597,MKT 597,Consulting Project in Marketing,"Individual or team project solving real business problems for an existing business entity, domestic and/or international. Proposal, field research, analyses and oral and written presentations. Graded CR/NC",,,False,"0.5-5.0 units, max 12",,,,,"{'restriction': ['Restriction:  Registration open to the following class level(s): Doctoral Student, Master Student']}"
0,20231,MKT,616,MKT 616,Consumer Behavior Theory and Research,"Behavioral research and theory on consumer behavior with a focus on emotions, categorization, knowledge, inferences, attitudes, social influences and environmental influences on buying and consumption.",,,False,,3,,,,{'restriction': ['Restriction:  Registration open to the following class level(s): Doctoral Student']}
0,20231,MKT,620,MKT 620,Advanced Quantitative Models in Marketing,Techniques for building and analyzing advanced quantitative analytical models. Develop and estimate various state-of-the-art models of consumer choice and firm decisions. Open only to Doctoral students.,,,False,,3,,,,{'restriction': ['Restriction:  Registration open to the following class level(s): Doctoral Student']}
0,20231,MKT,621,MKT 621,Research Forum,"Seminar. Review and discuss current research in Marketing. Presentations by faculty, visiting researchers, and advanced students. Open to Marshall Ph.D. students only. Graded CR/NC.",,,False,"1.0 units, max 4",,,,,"{'restriction': ['Restriction:  Registration open to the following major(s): Business Administration', 'Restriction:  Registration open to the following class level(s): Doctoral Student']}"
0,20231,MOR,385,MOR 385mg,"Business, Government and Society","Explores business-government-society interaction. Examines how diverse interests and identities (social class, race, nationality and gender) affect the conduct and organization of business.",C,,False,,4,,,,"{'generaleducation': [""General Education: This course satisfies the university's general education requirement.""], 'multicultural': [""Diversity: This course satisfies the university's diversity requirement.""]}"
0,20231,MOR,443,MOR 443,The Business of Digital Hollywood,"An overview of how the media and entertainment (M&E) industries operate. History and changing organizational structures in film, television, music and video games.",,,False,,4,,,,{}
0,20231,MOR,451,MOR 451,Mastering Decision Making,"Understand the nature, causes, and consequences of deviations from rational choice. Develop frameworks for controlling biases, improving your decision-making, and influencing other peoples decisions.",,,False,,4,,,,{}
0,20231,MOR,462,MOR 462,Management Consulting,"Role of professional consultants; data gathering methods; consulting approaches from strategy, finance, operations, information systems, marketing, and human resources; action planning; ethical and career issues.",,,False,,4,,,,{}
0,20231,MOR,466,MOR 466,Business and Environmental Sustainability,Focuses on how businesses both contribute to and can help address environmental sustainability challenges and the role of the broader political-economy in shaping that interaction.,,,False,,4,,,,{}
0,20231,MOR,469,MOR 469,Negotiation and Persuasion,"Theories, strategies, and ethics underlying negotiation and persuasion in contemporary organizations and societies. Emphasizes the knowledge and skills needed for effective negotiation and persuasion.",,,False,,4,,,,{}
0,20231,MOR,470,MOR 470,Global Leadership,"Major theories and practices of leading people in multi-national firms. Skills for facilitating cooperation, communication, and motivation among people from different cultures. Recommended preparation: BUAD 304",,,False,,4,,,,{}
0,20231,MOR,473,MOR 473,Designing and Leading Teams,Theories and practices for developing and leading teams. Skills for creating team structures and facilitating team processes. Knowledge for diagnosing team problems and devising solutions. Recommended preparation: BUAD 304,,,False,,4,,,,{}
0,20231,MOR,476,MOR 476,The Art of Leadership - Leading on a Global Stage,Study of leaders and applied theory to gain an understanding of what is involved in taking public leadership roles on a global level. Open only to students in the USC Warren Bennis Scholars Program.,,,False,,1,(MOR 475 or MOR 476A),,,"{'prereq': ['Prerequisite: 1 from (MOR 475 or MOR 476A)'], 'restriction': ['Restriction:  Registration open to the following class level(s): Junior, Senior, Sophomore']}"
0,20231,MOR,478,MOR 478,The Art of Leadership - Practical Leadership,"Application of leadership skills using goal-setting, self-knowledge and execution opportunities. Open only to students in the USC Warren Bennis Scholars program.",,,False,,1,(MOR 475 or MOR 476A),,,"{'prereq': ['Prerequisite: 1 from (MOR 475 or MOR 476A)'], 'restriction': ['Restriction:  Registration open to the following class level(s): Junior, Senior, Sophomore']}"
0,20231,MOR,479,MOR 479,The Business of Sports,"Addresses the business side of the sports industry; examines professional sports franchises, amateur athletics, and collegiate sports and how they relate to corporate America, the media, and the public sector. Recommended Preparation BUAD 304.",,,False,,4,,,,{}
0,20231,MOR,492,MOR 492,Global Strategy,"Examination of corporate strategy practices in an international context. Effects of cultures, political systems, markets, and economic systems on developing effective global strategies.",,,False,,4,,,,{}
0,20231,MOR,499,MOR 499,Special Topics,"Selected topics reflecting current trends and recent developments in organizational behavior, business strategy and organizational theory.",,,False,"2.0-4.0 units, max 8",,,,,{}
0,20231,MOR,534,MOR 534,"Equity, Diversity and Inclusion in Business","Deconstructs the complexities of issues of equity, diversity and inclusion in organizations; explains the forces that shape the issues; analyzes real-life cases.",,,False,,3,,,,"{'restriction': ['Restriction:  Registration open to the following major(s): Accounting, Business Administration/East Asian Area Studies, Business Administration/Industrial & Systems Engineering, Business Administration/Jewish Nonprofit Management, Business Administration/Pharmacy, Business Administration/Urban Planning, Business Administration/Real Estate Development, Business Administration/Systems Architecting and Engineering, Business Administration/Social Work, Business Research, Business Taxation, Gerontology/Business Administration, Business Administration, Juris Doctor/Business Administration, Law/Business Taxation, Medicine/Business Administration, Marketing, Public Health/Social Entrepreneurship, Social Entrepreneurship', 'Restriction:  Registration open to the following class level(s): Doctoral Student, Master Student']}"
0,20231,MOR,544,MOR 544,Fundamentals of Crisis Management,"Types of crises, their developmental stages and nature and the faulty rationalizations that adversely affect businesses. How to recognize, diagnose and prevent crises.",,,False,,1,,,,"{'restriction': ['Restriction:  Registration open to the following major(s): Accounting, Business Administration/East Asian Area Studies, Business Administration/Industrial & Systems Engineering, Business Administration/Jewish Nonprofit Management, Business Administration/Pharmacy, Business Administration/Urban Planning, Business Administration/Real Estate Development, Business Administration/Systems Architecting and Engineering, Business Administration/Social Work, Business Research, Business Taxation, Gerontology/Business Administration, Business Administration, Juris Doctor/Business Administration, Law/Business Taxation, Medicine/Business Administration, Marketing, Public Health/Social Entrepreneurship, Social Entrepreneurship', 'Restriction:  Registration open to the following class level(s): Doctoral Student, Graduate Visitor, Master Student']}"
0,20231,MOR,547,MOR 547,Mergers and Acquisitions,Organize successful mergers and acquisitions with focus on managing and synthesizing the integration process and impact on people and organizations across functions.,,,False,,1,,,,"{'restriction': ['Restriction:  Registration open to the following major(s): Accounting, Business Administration/East Asian Area Studies, Business Administration/Education, Business Administration/Industrial & Systems Engineering, Business Administration/Pharmacy, Business Administration/Real Estate Development, Business Administration/Social Work, Business Administration/Planning, Business Research, Business Taxation, Gerontology/Business Administration, Business Administration, Juris Doctor/Business Administration, Medicine/Business Administration, Marketing, Social Entrepreneurship, Business Administration/Jewish Nonprofit Management, Law/Business Taxation', 'Restriction:  Registration open to the following class level(s): Doctoral Student, Master Student']}"
0,20231,MOR,555,MOR 555,Designing High Performance Organizations,"Theory and practice of organization design. How to maximize organization performance by aligning structure, rewards, staffing, processes, and culture with strategy and environment.",,,False,,3,,,,"{'restriction': ['Restriction:  Registration open to the following major(s): Accounting, Business Administration/East Asian Area Studies, Business Administration/Education, Business Administration/Industrial & Systems Engineering, Business Administration/Jewish Nonprofit Management, Business Administration/Pharmacy, Business Administration/Real Estate Development, Business Administration/Social Work, Business Administration/Planning, Business Fundamentals, Business Research, Business Taxation, Gerontology/Business Administration, Business Administration, Juris Doctor/Business Administration, Law/Business Taxation, Medicine/Business Administration, Strategy and Management Consulting, Social Entrepreneurship, Marketing', 'Restriction:  Registration open to the following class level(s): Doctoral Student, Master Student'], 'alert': ['Note: Course covers how to ensure that your organization effectively executes its strategy. How to maximize organization performance by aligning structure, rewards, staffing, processes and culture with strategy and environment. Non-Business student applications are available at www.marshall.usc.edu/registrationpolicies. Please complete and submit to registration@marshall.usc.edu. ']}"
0,20231,MOR,557,MOR 557,Strategy and Organization Consulting,"How consultants assist clients to formulate strategic plans and realign organizations; approaches used by major consulting firms; information about consulting industry, fee-setting and proposals. Consultant speakers and project.",,,False,,3,,,,"{'restriction': ['Restriction:  Registration open to the following major(s): Accounting, Business Administration/East Asian Area Studies, Business Administration/Industrial & Systems Engineering, Business Administration/Jewish Nonprofit Management, Business Administration/Pharmacy, Business Administration/Real Estate Development, Business Administration/Social Work, Business Research, Business Taxation, Strategy and Management Consulting, Gerontology/Business Administration, Business Administration, Juris Doctor/Business Administration, Law/Business Taxation, Medicine/Business Administration, Marketing, Social Entrepreneurship, Business Administration/Urban Planning, Business Administration/Systems Architecting and Engineering, Global Supply Chain Management, Public Health/Social Entrepreneurship', 'Restriction:  Registration open to the following class level(s): Doctoral Student, Master Student'], 'alert': ['Note: Non-Business student applications are available at www.marshall.usc.edu/registrationpolicies. Please complete and submit to registration@marshall.usc.edu. ']}"
0,20231,MOR,563,MOR 563,Advanced Strategy,Theories and frameworks for understanding and managing disruptive change. Dynamics of competition and dealing with industry transformations.,,,False,,3,,,,"{'restriction': ['Restriction:  Registration open to the following major(s): Accounting, Business Administration/East Asian Area Studies, Business Administration/Industrial & Systems Engineering, Business Administration/Jewish Nonprofit Management, Business Administration/Pharmacy, Business Administration/Urban Planning, Business Administration/Real Estate Development, Business Administration/Systems Architecting and Engineering, Business Administration/Social Work, Business Research, Business Taxation, Gerontology/Business Administration, Business Administration, Juris Doctor/Business Administration, Law/Business Taxation, Medicine/Business Administration, Marketing, Public Health/Social Entrepreneurship, Social Entrepreneurship', 'Restriction:  Registration open to the following class level(s): Doctoral Student, Master Student']}"
0,20231,MOR,564,MOR 564,Strategic Innovation,"How firms in rapidly changing global environments innovate to develop new markets, products and services, delivery systems and organizational processes and competencies.",,,False,,3,,,,"{'restriction': ['Restriction:  Registration open to the following major(s): Accounting, Business Administration/East Asian Area Studies, Business Administration/Education, Business Administration/Industrial & Systems Engineering, Business Administration/Jewish Nonprofit Management, Business Administration/Pharmacy, Business Administration/Real Estate Development, Business Administration/Social Work, Business Administration/Planning, Business Research, Business Taxation, Gerontology/Business Administration, Business Administration, Juris Doctor/Business Administration, Law/Business Taxation, Medicine/Business Administration, Marketing, Social Entrepreneurship, Technology Commercialization, Business Administration/Systems Architecting and Engineering, Public Health/Social Entrepreneurship, Strategy and Management Consulting', 'Restriction:  Registration open to the following class level(s): Doctoral Student, Master Student']}"
0,20231,MOR,565,MOR 565,Alliances and Cooperative Strategy,"Essential issues and problems of cooperative strategy. Recognize and evaluate collaborative opportunities to develop and assess an overall cooperative strategy. Readings, cases and group project.",,,False,,3,,,,"{'restriction': ['Restriction:  Registration open to the following major(s): Accounting, Business Administration/East Asian Area Studies, Business Administration/Industrial & Systems Engineering, Business Administration/Jewish Nonprofit Management, Business Administration/Pharmacy, Business Administration/Urban Planning, Business Administration/Real Estate Development, Business Administration/Systems Architecting and Engineering, Business Administration/Social Work, Business Research, Business Taxation, Entrepreneurship and Innovation, Gerontology/Business Administration, Business Administration, Juris Doctor/Business Administration, Law/Business Taxation, Medicine/Business Administration, Marketing, Public Health/Social Entrepreneurship, Strategy and Management Consulting, Social Entrepreneurship', 'Restriction:  Registration open to the following class level(s): Doctoral Student, Master Student']}"
0,20231,MOR,566,MOR 566,Environmental Sustainability and Competitive Advantage,"How business is changing in order to respond to environmental sustainability challenges adapting strategy, product design, operations, marketing, and accounting. Cases and speakers.",,,False,1.5-3.0 units,,,,,"{'restriction': ['Restriction:  Registration open to the following major(s): Accounting, Business Administration/East Asian Area Studies, Business Administration/Education, Business Administration/Industrial & Systems Engineering, Business Administration/Jewish Nonprofit Management, Business Administration/Pharmacy, Business Administration/Real Estate Development, Business Administration/Social Work, Business Administration/Planning, Business Fundamentals, Business Research, Business Taxation, Gerontology/Business Administration, Business Administration, Juris Doctor/Business Administration, Law/Business Taxation, Medicine/Business Administration, Marketing, Strategy and Management Consulting, Social Entrepreneurship, Sustainability and Business', 'Restriction:  Registration open to the following class level(s): Doctoral Student, Master Student']}"
0,20231,MOR,567,MOR 567,Interpersonal Influence and Power,"Legitimate and effective use of power to resolve conflicts and mobilize action through understanding the talent and self-interest of people involved in decision-making. Readings, cases.",,,False,,3,,,,"{'restriction': ['Restriction:  Registration open to the following major(s): Accounting, Business Administration/East Asian Area Studies, Business Administration/Education, Business Administration/Industrial & Systems Engineering, Business Administration/Jewish Nonprofit Management, Business Administration/Pharmacy, Business Administration/Real Estate Development, Business Administration/Social Work, Business Administration/Planning, Business Fundamentals, Business Research, Business Taxation, Gerontology/Business Administration, Business Administration, Juris Doctor/Business Administration, Law/Business Taxation, Entrepreneurship and Innovation, Medicine/Business Administration, Marketing, Social Entrepreneurship', 'Restriction:  Registration open to the following class level(s): Doctoral Student, Master Student']}"
0,20231,MOR,569,MOR 569,Negotiation and Deal-Making,"Strategies and dynamics of deal-making; practical skills necessary to win in a range of business transactions conducted in domestic and international settings. Cases, role-playing, films and simulations.",,,False,,3,,,,"{'restriction': ['Restriction:  Registration open to the following major(s): Accounting, Business Administration/East Asian Area Studies, Business Administration/Industrial & Systems Engineering, Business Administration/Jewish Nonprofit Management, Business Administration/Pharmacy, Business Administration/Real Estate Development, Business Administration/Social Work, Business Fundamentals, Business Taxation, Gerontology/Business Administration, Business Administration, Global Supply Chain Management, Juris Doctor/Business Administration, Law/Business Taxation, Medicine/Business Administration, Social Entrepreneurship, Business Research, Marketing, Entrepreneurship and Innovation, Business Administration/Urban Planning, Business Administration/Systems Architecting and Engineering, Finance, Public Health/Social Entrepreneurship', 'Restriction:  Registration open to the following class level(s): Doctoral Student, Master Student']}"
0,20231,MOR,570,MOR 570,Leading Effective Teams,Analytical and behavioral tools that will enable students to effectively diagnose complex work group dynamics and take action to improve group performance.,,,False,,3,,,,"{'restriction': ['Restriction:  Registration open to the following major(s): Accounting, Business Administration/East Asian Area Studies, Business Administration/Education, Business Administration/Industrial & Systems Engineering, Business Administration/Jewish Nonprofit Management, Business Administration/Pharmacy, Business Administration/Real Estate Development, Business Administration/Social Work, Business Administration/Planning, Business Research, Business Taxation, Entrepreneurship and Innovation, Gerontology/Business Administration, Business Administration, Juris Doctor/Business Administration, Law/Business Taxation, Medicine/Business Administration, Strategy and Management Consulting, Marketing, Social Entrepreneurship', 'Restriction:  Registration open to the following class level(s): Doctoral Student, Master Student']}"
0,20231,MOR,571,MOR 571,Leadership and Executive Development,"Contemporary approaches to leadership, including corporate practices to develop leaders; examples of successful and derailed executives. Students self-assess personal leadership and draft development plans. Readings, speakers, cases.",,,False,,3,,,,"{'restriction': ['Restriction:  Registration open to the following major(s): Accounting, Business Administration/East Asian Area Studies, Business Administration/Education, Business Administration/Industrial & Systems Engineering, Business Administration/Jewish Nonprofit Management, Business Administration/Pharmacy, Business Administration/Real Estate Development, Business Administration/Social Work, Business Administration/Planning, Business Fundamentals, Business Taxation, Gerontology/Business Administration, Business Administration, Juris Doctor/Business Administration, Law/Business Taxation, Medicine/Business Administration, Marketing, Social Entrepreneurship', 'Restriction:  Registration open to the following class level(s): Doctoral Student, Master Student'], 'alert': ['Note: Non-Business students contact registration@marshall.usc.edu. May not be taken for P/NP. Non-Business student applications are available at www.marshall.usc.edu/registrationpolicies. Please complete and submit to registration@marshall.usc.edu. ']}"
